ID;Ano;Extrato_Ano;Variavel_Ano;Niveis_Ano;Percentual_Ano
757;2015;Area Urbana-1;Disposicao dos Efluentes Domesticos;Rede Geral;0
758;2015;Area Urbana-1;Disposicao dos Efluentes Domesticos;Outros;0
759;2016;Area Urbana-1;Disposicao dos Efluentes Domesticos;Fossa Septica;12.3
760;2016;Area Urbana-1;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;45.3
761;2016;Area Urbana-1;Disposicao dos Efluentes Domesticos;Vala Negra;35.8
762;2016;Area Urbana-1;Disposicao dos Efluentes Domesticos;Rede Geral;1.9
763;2016;Area Urbana-1;Disposicao dos Efluentes Domesticos;Outros;4.7
764;2017;Area Urbana-1;Disposicao dos Efluentes Domesticos;Fossa Septica;21.8
765;2017;Area Urbana-1;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;69.1
766;2017;Area Urbana-1;Disposicao dos Efluentes Domesticos;Vala Negra;7.3
767;2017;Area Urbana-1;Disposicao dos Efluentes Domesticos;Rede Geral;0
768;2017;Area Urbana-1;Disposicao dos Efluentes Domesticos;Outros;1.8
769;2018;Area Urbana-1;Disposicao dos Efluentes Domesticos;Fossa Septica;19.1
770;2018;Area Urbana-1;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;56.4
771;2018;Area Urbana-1;Disposicao dos Efluentes Domesticos;Vala Negra;23.6
772;2018;Area Urbana-1;Disposicao dos Efluentes Domesticos;Rede Geral;0
773;2018;Area Urbana-1;Disposicao dos Efluentes Domesticos;Outros;0.9
774;2019;Area Urbana-1;Disposicao dos Efluentes Domesticos;Fossa Septica;30
775;2019;Area Urbana-1;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;40
776;2019;Area Urbana-1;Disposicao dos Efluentes Domesticos;Vala Negra;21.7
777;2019;Area Urbana-1;Disposicao dos Efluentes Domesticos;Rede Geral;1.7
778;2019;Area Urbana-1;Disposicao dos Efluentes Domesticos;Outros;6.7
779;2020;Area Urbana-1;Disposicao dos Efluentes Domesticos;Fossa Septica;50.8
780;2020;Area Urbana-1;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;14.8
781;2020;Area Urbana-1;Disposicao dos Efluentes Domesticos;Vala Negra;32.8
782;2020;Area Urbana-1;Disposicao dos Efluentes Domesticos;Rede Geral;0
783;2020;Area Urbana-1;Disposicao dos Efluentes Domesticos;Outros;1.6
784;2012;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;31.1
785;2012;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;48.9
786;2012;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;20
787;2012;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;0
788;2012;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
789;2013;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;14.3
790;2013;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;65.7
791;2013;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;20
792;2013;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;0
793;2013;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
794;2014;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;0
795;2014;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;61.3
796;2014;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;38.7
797;2014;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;0
798;2014;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
799;2015;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;0
800;2015;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;65.8
801;2015;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;34.2
802;2015;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;0
803;2015;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
804;2016;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;30.7
805;2016;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;43.6
806;2016;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;19.3
807;2016;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;5
808;2016;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;1.4
809;2017;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;58.5
810;2017;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;29.2
811;2017;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;10.8
812;2017;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;1.5
813;2017;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
814;2018;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;62.9
815;2018;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;16.7
816;2018;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;9.8
817;2018;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;10.6
818;2018;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
819;2019;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;45.3
820;2019;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;28.3
821;2019;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;13.2
822;2019;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;10.4
823;2019;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;2.8
824;2020;Area Urbana-2;Disposicao dos Efluentes Domesticos;Fossa Septica;70.9
825;2020;Area Urbana-2;Disposicao dos Efluentes Domesticos;Nao Tem Instalacao;16.4
826;2020;Area Urbana-2;Disposicao dos Efluentes Domesticos;Vala Negra;9.1
827;2020;Area Urbana-2;Disposicao dos Efluentes Domesticos;Rede Geral;3.6
828;2020;Area Urbana-2;Disposicao dos Efluentes Domesticos;Outros;0
829;2012;Area Rural-1;Tipo de Energia;Rede Geral;0
830;2012;Area Rural-1;Tipo de Energia;Gerador Motor;65
831;2012;Area Rural-1;Tipo de Energia;Nao Possui Energia;35
832;2012;Area Rural-1;Tipo de Energia;Placa Solar;0
833;2013;Area Rural-1;Tipo de Energia;Rede Geral;3.2
834;2013;Area Rural-1;Tipo de Energia;Gerador Motor;55.9
835;2013;Area Rural-1;Tipo de Energia;Nao Possui Energia;40.9
836;2013;Area Rural-1;Tipo de Energia;Placa Solar;0
837;2014;Area Rural-1;Tipo de Energia;Rede Geral;14.8
838;2014;Area Rural-1;Tipo de Energia;Gerador Motor;50
839;2014;Area Rural-1;Tipo de Energia;Nao Possui Energia;34.1
840;2014;Area Rural-1;Tipo de Energia;Placa Solar;1.1
841;2015;Area Rural-1;Tipo de Energia;Rede Geral;16.2
842;2015;Area Rural-1;Tipo de Energia;Gerador Motor;45
843;2015;Area Rural-1;Tipo de Energia;Nao Possui Energia;37.5
844;2015;Area Rural-1;Tipo de Energia;Placa Solar;1.2
845;2016;Area Rural-1;Tipo de Energia;Rede Geral;31.2
846;2016;Area Rural-1;Tipo de Energia;Gerador Motor;36.2
847;2016;Area Rural-1;Tipo de Energia;Nao Possui Energia;31.2
848;2016;Area Rural-1;Tipo de Energia;Placa Solar;5
849;2017;Area Rural-1;Tipo de Energia;Rede Geral;54.9
850;2017;Area Rural-1;Tipo de Energia;Gerador Motor;18.3
851;2017;Area Rural-1;Tipo de Energia;Nao Possui Energia;21.1
852;2017;Area Rural-1;Tipo de Energia;Placa Solar;7
853;2018;Area Rural-1;Tipo de Energia;Rede Geral;56.1
854;2018;Area Rural-1;Tipo de Energia;Gerador Motor;20.7
855;2018;Area Rural-1;Tipo de Energia;Nao Possui Energia;22
856;2018;Area Rural-1;Tipo de Energia;Placa Solar;4.9
857;2019;Area Rural-1;Tipo de Energia;Rede Geral;63
858;2019;Area Rural-1;Tipo de Energia;Gerador Motor;21
859;2019;Area Rural-1;Tipo de Energia;Nao Possui Energia;8.6
860;2019;Area Rural-1;Tipo de Energia;Placa Solar;7.4
861;2020;Area Rural-1;Tipo de Energia;Rede Geral;73
862;2020;Area Rural-1;Tipo de Energia;Gerador Motor;13.5
863;2020;Area Rural-1;Tipo de Energia;Nao Possui Energia;10.8
864;2020;Area Rural-1;Tipo de Energia;Placa Solar;5.4
865;2012;Area Rural-2;Tipo de Energia;Rede Geral;0
866;2012;Area Rural-2;Tipo de Energia;Gerador Motor;26.1
867;2012;Area Rural-2;Tipo de Energia;Nao Possui Energia;65.2
868;2012;Area Rural-2;Tipo de Energia;Placa Solar;8.7
869;2013;Area Rural-2;Tipo de Energia;Rede Geral;5.4
870;2013;Area Rural-2;Tipo de Energia;Gerador Motor;32.4
871;2013;Area Rural-2;Tipo de Energia;Nao Possui Energia;60.8
872;2013;Area Rural-2;Tipo de Energia;Placa Solar;1.4
873;2014;Area Rural-2;Tipo de Energia;Rede Geral;11.6
874;2014;Area Rural-2;Tipo de Energia;Gerador Motor;32.6
875;2014;Area Rural-2;Tipo de Energia;Nao Possui Energia;45.3
876;2014;Area Rural-2;Tipo de Energia;Placa Solar;10.5
877;2015;Area Rural-2;Tipo de Energia;Rede Geral;4.6
878;2015;Area Rural-2;Tipo de Energia;Gerador Motor;29.9
879;2015;Area Rural-2;Tipo de Energia;Nao Possui Energia;46
880;2015;Area Rural-2;Tipo de Energia;Placa Solar;19.5
881;2016;Area Rural-2;Tipo de Energia;Rede Geral;42.3
882;2016;Area Rural-2;Tipo de Energia;Gerador Motor;24.4
883;2016;Area Rural-2;Tipo de Energia;Nao Possui Energia;23.1
884;2016;Area Rural-2;Tipo de Energia;Placa Solar;11.5
885;2017;Area Rural-2;Tipo de Energia;Rede Geral;63
886;2017;Area Rural-2;Tipo de Energia;Gerador Motor;12
887;2017;Area Rural-2;Tipo de Energia;Nao Possui Energia;14.1
888;2017;Area Rural-2;Tipo de Energia;Placa Solar;13
889;2018;Area Rural-2;Tipo de Energia;Rede Geral;66.7
890;2018;Area Rural-2;Tipo de Energia;Gerador Motor;9.5
891;2018;Area Rural-2;Tipo de Energia;Nao Possui Energia;16.7
892;2018;Area Rural-2;Tipo de Energia;Placa Solar;8.3
893;2019;Area Rural-2;Tipo de Energia;Rede Geral;57.3
894;2019;Area Rural-2;Tipo de Energia;Gerador Motor;14.6
895;2019;Area Rural-2;Tipo de Energia;Nao Possui Energia;21.3
896;2019;Area Rural-2;Tipo de Energia;Placa Solar;7.9
897;2020;Area Rural-2;Tipo de Energia;Rede Geral;69.4
898;2020;Area Rural-2;Tipo de Energia;Gerador Motor;18.4
899;2020;Area Rural-2;Tipo de Energia;Nao Possui Energia;10.2
900;2020;Area Rural-2;Tipo de Energia;Placa Solar;8.2
901;2012;Area Urbana-1;Tipo de Energia;Rede Geral;0
902;2012;Area Urbana-1;Tipo de Energia;Gerador Motor;87
903;2012;Area Urbana-1;Tipo de Energia;Nao Possui Energia;13
904;2012;Area Urbana-1;Tipo de Energia;Placa Solar;0
905;2013;Area Urbana-1;Tipo de Energia;Rede Geral;0
906;2013;Area Urbana-1;Tipo de Energia;Gerador Motor;89.5
907;2013;Area Urbana-1;Tipo de Energia;Nao Possui Energia;10.5
908;2013;Area Urbana-1;Tipo de Energia;Placa Solar;0
909;2014;Area Urbana-1;Tipo de Energia;Rede Geral;59.3
910;2014;Area Urbana-1;Tipo de Energia;Gerador Motor;38.4
911;2014;Area Urbana-1;Tipo de Energia;Nao Possui Energia;2.3
912;2014;Area Urbana-1;Tipo de Energia;Placa Solar;0
913;2015;Area Urbana-1;Tipo de Energia;Rede Geral;64.6
914;2015;Area Urbana-1;Tipo de Energia;Gerador Motor;34.2
915;2015;Area Urbana-1;Tipo de Energia;Nao Possui Energia;1.3
916;2015;Area Urbana-1;Tipo de Energia;Placa Solar;0
917;2016;Area Urbana-1;Tipo de Energia;Rede Geral;67
918;2016;Area Urbana-1;Tipo de Energia;Gerador Motor;28.3
919;2016;Area Urbana-1;Tipo de Energia;Nao Possui Energia;4.7
920;2016;Area Urbana-1;Tipo de Energia;Placa Solar;0
921;2017;Area Urbana-1;Tipo de Energia;Rede Geral;83.6
922;2017;Area Urbana-1;Tipo de Energia;Gerador Motor;13.6
923;2017;Area Urbana-1;Tipo de Energia;Nao Possui Energia;2.7
924;2017;Area Urbana-1;Tipo de Energia;Placa Solar;0
925;2018;Area Urbana-1;Tipo de Energia;Rede Geral;98.2
926;2018;Area Urbana-1;Tipo de Energia;Gerador Motor;0
927;2018;Area Urbana-1;Tipo de Energia;Nao Possui Energia;1.8
928;2018;Area Urbana-1;Tipo de Energia;Placa Solar;0
929;2019;Area Urbana-1;Tipo de Energia;Rede Geral;100
930;2019;Area Urbana-1;Tipo de Energia;Gerador Motor;0
931;2019;Area Urbana-1;Tipo de Energia;Nao Possui Energia;0
932;2019;Area Urbana-1;Tipo de Energia;Placa Solar;0.8
933;2020;Area Urbana-1;Tipo de Energia;Rede Geral;100
934;2020;Area Urbana-1;Tipo de Energia;Gerador Motor;1.6
935;2020;Area Urbana-1;Tipo de Energia;Nao Possui Energia;0
936;2020;Area Urbana-1;Tipo de Energia;Placa Solar;0
937;2012;Area Urbana-2;Tipo de Energia;Rede Geral;97.8
938;2012;Area Urbana-2;Tipo de Energia;Gerador Motor;0
939;2012;Area Urbana-2;Tipo de Energia;Nao Possui Energia;2.2
940;2012;Area Urbana-2;Tipo de Energia;Placa Solar;0
941;2013;Area Urbana-2;Tipo de Energia;Rede Geral;99.3
942;2013;Area Urbana-2;Tipo de Energia;Gerador Motor;0.7
943;2013;Area Urbana-2;Tipo de Energia;Nao Possui Energia;0
944;2013;Area Urbana-2;Tipo de Energia;Placa Solar;0
945;2014;Area Urbana-2;Tipo de Energia;Rede Geral;100
946;2014;Area Urbana-2;Tipo de Energia;Gerador Motor;0
947;2014;Area Urbana-2;Tipo de Energia;Nao Possui Energia;0
948;2014;Area Urbana-2;Tipo de Energia;Placa Solar;0
949;2015;Area Urbana-2;Tipo de Energia;Rede Geral;99.3
950;2015;Area Urbana-2;Tipo de Energia;Gerador Motor;0
951;2015;Area Urbana-2;Tipo de Energia;Nao Possui Energia;0.7
952;2015;Area Urbana-2;Tipo de Energia;Placa Solar;0
953;2016;Area Urbana-2;Tipo de Energia;Rede Geral;99.3
954;2016;Area Urbana-2;Tipo de Energia;Gerador Motor;0
955;2016;Area Urbana-2;Tipo de Energia;Nao Possui Energia;0.7
956;2016;Area Urbana-2;Tipo de Energia;Placa Solar;0
957;2017;Area Urbana-2;Tipo de Energia;Rede Geral;96.9
958;2017;Area Urbana-2;Tipo de Energia;Gerador Motor;3.1
959;2017;Area Urbana-2;Tipo de Energia;Nao Possui Energia;0
960;2017;Area Urbana-2;Tipo de Energia;Placa Solar;0
961;2018;Area Urbana-2;Tipo de Energia;Rede Geral;100
962;2018;Area Urbana-2;Tipo de Energia;Gerador Motor;0
963;2018;Area Urbana-2;Tipo de Energia;Nao Possui Energia;0
964;2018;Area Urbana-2;Tipo de Energia;Placa Solar;0
965;2019;Area Urbana-2;Tipo de Energia;Rede Geral;91.5
966;2019;Area Urbana-2;Tipo de Energia;Gerador Motor;0.9
967;2019;Area Urbana-2;Tipo de Energia;Nao Possui Energia;1.9
968;2019;Area Urbana-2;Tipo de Energia;Placa Solar;5.7
969;2020;Area Urbana-2;Tipo de Energia;Rede Geral;74.5
970;2020;Area Urbana-2;Tipo de Energia;Gerador Motor;1.8
971;2020;Area Urbana-2;Tipo de Energia;Nao Possui Energia;5.5
972;2020;Area Urbana-2;Tipo de Energia;Placa Solar;18.2
973;2012;Area Rural-1;Tipo de Acesso;Terrestre;15
974;2012;Area Rural-1;Tipo de Acesso;Fluvial;95
975;2012;Area Rural-1;Tipo de Acesso;Nao Informado;0
976;2013;Area Rural-1;Tipo de Acesso;Terrestre;29
977;2013;Area Rural-1;Tipo de Acesso;Fluvial;95.7
978;2013;Area Rural-1;Tipo de Acesso;Nao Informado;0
979;2014;Area Rural-1;Tipo de Acesso;Terrestre;31.8
980;2014;Area Rural-1;Tipo de Acesso;Fluvial;98.9
981;2014;Area Rural-1;Tipo de Acesso;Nao Informado;0
982;2015;Area Rural-1;Tipo de Acesso;Terrestre;22.5
983;2015;Area Rural-1;Tipo de Acesso;Fluvial;98.8
984;2015;Area Rural-1;Tipo de Acesso;Nao Informado;0
985;2016;Area Rural-1;Tipo de Acesso;Terrestre;43.8
986;2016;Area Rural-1;Tipo de Acesso;Fluvial;95
987;2016;Area Rural-1;Tipo de Acesso;Nao Informado;0
988;2017;Area Rural-1;Tipo de Acesso;Terrestre;57.7
989;2017;Area Rural-1;Tipo de Acesso;Fluvial;98.6
990;2017;Area Rural-1;Tipo de Acesso;Nao Informado;0
991;2018;Area Rural-1;Tipo de Acesso;Terrestre;50
992;2018;Area Rural-1;Tipo de Acesso;Fluvial;97.6
993;2018;Area Rural-1;Tipo de Acesso;Nao Informado;0
994;2019;Area Rural-1;Tipo de Acesso;Terrestre;70.4
995;2019;Area Rural-1;Tipo de Acesso;Fluvial;97.5
996;2019;Area Rural-1;Tipo de Acesso;Nao Informado;0
997;2020;Area Rural-1;Tipo de Acesso;Terrestre;59.5
998;2020;Area Rural-1;Tipo de Acesso;Fluvial;81.1
999;2020;Area Rural-1;Tipo de Acesso;Nao Informado;0
1000;2012;Area Rural-2;Tipo de Acesso;Terrestre;69.6
1001;2012;Area Rural-2;Tipo de Acesso;Fluvial;78.3
1002;2012;Area Rural-2;Tipo de Acesso;Nao Informado;0
1003;2013;Area Rural-2;Tipo de Acesso;Terrestre;44.6
1004;2013;Area Rural-2;Tipo de Acesso;Fluvial;77
1005;2013;Area Rural-2;Tipo de Acesso;Nao Informado;0
1006;2014;Area Rural-2;Tipo de Acesso;Terrestre;64
1007;2014;Area Rural-2;Tipo de Acesso;Fluvial;80.2
1008;2014;Area Rural-2;Tipo de Acesso;Nao Informado;0
1009;2015;Area Rural-2;Tipo de Acesso;Terrestre;52.9
1010;2015;Area Rural-2;Tipo de Acesso;Fluvial;73.6
1011;2015;Area Rural-2;Tipo de Acesso;Nao Informado;0
1012;2016;Area Rural-2;Tipo de Acesso;Terrestre;71.8
1013;2016;Area Rural-2;Tipo de Acesso;Fluvial;57.7
1014;2016;Area Rural-2;Tipo de Acesso;Nao Informado;0
1015;2017;Area Rural-2;Tipo de Acesso;Terrestre;79.3
1016;2017;Area Rural-2;Tipo de Acesso;Fluvial;58.7
1017;2017;Area Rural-2;Tipo de Acesso;Nao Informado;0
1018;2018;Area Rural-2;Tipo de Acesso;Terrestre;92.9
1019;2018;Area Rural-2;Tipo de Acesso;Fluvial;64.3
1020;2018;Area Rural-2;Tipo de Acesso;Nao Informado;0
1021;2019;Area Rural-2;Tipo de Acesso;Terrestre;88.8
1022;2019;Area Rural-2;Tipo de Acesso;Fluvial;75.3
1023;2019;Area Rural-2;Tipo de Acesso;Nao Informado;0
1024;2020;Area Rural-2;Tipo de Acesso;Terrestre;85.7
1025;2020;Area Rural-2;Tipo de Acesso;Fluvial;44.9
1026;2020;Area Rural-2;Tipo de Acesso;Nao Informado;0
1027;2012;Area Urbana-1;Tipo de Acesso;Terrestre;22.2
1028;2012;Area Urbana-1;Tipo de Acesso;Fluvial;94.4
1029;2012;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1030;2013;Area Urbana-1;Tipo de Acesso;Terrestre;48.4
1031;2013;Area Urbana-1;Tipo de Acesso;Fluvial;98.9
1032;2013;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1033;2014;Area Urbana-1;Tipo de Acesso;Terrestre;33.7
1034;2014;Area Urbana-1;Tipo de Acesso;Fluvial;95.3
1035;2014;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1036;2015;Area Urbana-1;Tipo de Acesso;Terrestre;15.2
1037;2015;Area Urbana-1;Tipo de Acesso;Fluvial;96.2
1038;2015;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1039;2016;Area Urbana-1;Tipo de Acesso;Terrestre;37.7
1040;2016;Area Urbana-1;Tipo de Acesso;Fluvial;93.4
1041;2016;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1042;2017;Area Urbana-1;Tipo de Acesso;Terrestre;57.3
1043;2017;Area Urbana-1;Tipo de Acesso;Fluvial;98.2
1044;2017;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1045;2018;Area Urbana-1;Tipo de Acesso;Terrestre;36.4
1046;2018;Area Urbana-1;Tipo de Acesso;Fluvial;96.4
1047;2018;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1048;2019;Area Urbana-1;Tipo de Acesso;Terrestre;50
1049;2019;Area Urbana-1;Tipo de Acesso;Fluvial;100
1050;2019;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1051;2020;Area Urbana-1;Tipo de Acesso;Terrestre;54.1
1052;2020;Area Urbana-1;Tipo de Acesso;Fluvial;98.4
1053;2020;Area Urbana-1;Tipo de Acesso;Nao Informado;0
1054;2012;Area Urbana-2;Tipo de Acesso;Terrestre;93.3
1055;2012;Area Urbana-2;Tipo de Acesso;Fluvial;20
1056;2012;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1057;2013;Area Urbana-2;Tipo de Acesso;Terrestre;100
1058;2013;Area Urbana-2;Tipo de Acesso;Fluvial;20.7
1059;2013;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1060;2014;Area Urbana-2;Tipo de Acesso;Terrestre;100
1061;2014;Area Urbana-2;Tipo de Acesso;Fluvial;0.7
1062;2014;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1063;2015;Area Urbana-2;Tipo de Acesso;Terrestre;96.6
1064;2015;Area Urbana-2;Tipo de Acesso;Fluvial;8.7
1065;2015;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1066;2016;Area Urbana-2;Tipo de Acesso;Terrestre;100
1067;2016;Area Urbana-2;Tipo de Acesso;Fluvial;13.6
1068;2016;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1069;2017;Area Urbana-2;Tipo de Acesso;Terrestre;99.2
1070;2017;Area Urbana-2;Tipo de Acesso;Fluvial;37.7
1071;2017;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1072;2018;Area Urbana-2;Tipo de Acesso;Terrestre;100
1073;2018;Area Urbana-2;Tipo de Acesso;Fluvial;37.9
1074;2018;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1075;2019;Area Urbana-2;Tipo de Acesso;Terrestre;94.3
1076;2019;Area Urbana-2;Tipo de Acesso;Fluvial;53.8
1077;2019;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1078;2020;Area Urbana-2;Tipo de Acesso;Terrestre;76.4
1079;2020;Area Urbana-2;Tipo de Acesso;Fluvial;38.2
1080;2020;Area Urbana-2;Tipo de Acesso;Nao Informado;0
1081;2012;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;70
1082;2013;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;64.5
1083;2014;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;69.3
1084;2015;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;62.5
1085;2016;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;88.8
1086;2017;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;81.7
1087;2018;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;76.8
1088;2019;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;72.8
1089;2020;Area Rural-1;Producao Agropecuaria;Tem Producao Agropecuaria;78.4
1090;2012;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;91.3
1091;2013;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;81.1
1092;2014;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;81.4
1093;2015;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;77
1094;2016;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;88.5
1095;2017;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;89.1
1096;2018;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;86.9
1097;2019;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;95.5
1098;2020;Area Rural-2;Producao Agropecuaria;Tem Producao Agropecuaria;81.6
1099;2012;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;25.9
1100;2013;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;14.7
1101;2014;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;5.8
1102;2015;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;2.5
1103;2016;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;37.7
1104;2017;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;54.5
1105;2018;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;30
1106;2019;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;45
1107;2020;Area Urbana-1;Producao Agropecuaria;Tem Producao Agropecuaria;41
1108;2012;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;28.9
1109;2013;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;2.1
1110;2014;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;1.4
1111;2015;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;0
1112;2016;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;19.3
1113;2017;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;34.6
1114;2018;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;4.5
1115;2019;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;22.6
1116;2020;Area Urbana-2;Producao Agropecuaria;Tem Producao Agropecuaria;27.3
